"","ID","negmusicICC","posmusicICC","negpicICC","pospicICC","allmusicICC","allpicICC"
"1","35335",-0.963839837378413,-0.903972536683819,-0.893171601747167,-1.07526423680023,-0.933906187031116,-0.984217919273698
"2","35464",-0.312557376488101,-0.914380409387195,-1.66519086233275,-1.0388259703632,-0.613468892937648,-1.35200841634797
"3","35467",-0.818728897525067,-1.22737406982905,-1.82626279691519,-2.48128287627536,-1.02305148367706,-2.15377283659527
"4","35503",-1.27144625572871,-0.386109391649272,-1.11729256783325,-1.56200915918345,-0.828777823688992,-1.33965086350835
"5","35518",-1.44596471405171,-1.79243274569553,-1.03880124598514,-2.46426345733864,-1.61919872987362,-1.75153235166189
"6","35560",-1.07517121650356,-0.772844973330875,-1.17163004776352,-1.40847095492732,-0.924008094917215,-1.29005050134542
"7","35581",-0.617739247146431,-0.619990765834052,-0.938973129930493,-1.77836425775045,-0.618865006490241,-1.35866869384047
"8","35584",-0.579403497756979,-1.45870031883635,-1.53803950295105,-2.03875582232599,-1.01905190829666,-1.78839766263852
"9","35593",-1.13155036415422,-0.519041302628313,-1.6438569089001,-1.52025480777663,-0.825295833391267,-1.58205585833836
"10","35692",-0.718456988732646,-0.577437538861426,-1.35307754386968,-2.52626046848486,-0.647947263797036,-1.93966900617727
"11","35725",-0.49828140368711,-0.600287982035528,-1.71030758378369,-1.22328369696391,-0.549284692861319,-1.4667956403738
"12","35839",-0.802171037858975,-0.394559942894266,-1.30643616244045,-1.42522426942148,-0.59836549037662,-1.36583021593097
"13","36031",-0.679558888445346,-2.03344049827116,-1.5762449078561,-1.89992719333537,-1.35649969335825,-1.73808605059573
"14","36118",-0.817267793351697,-1.11305030331342,-1.44228697813122,-1.653780668679,-0.965159048332559,-1.54803382340511
"15","36154",-0.199640639149548,-0.69625121826071,-1.40072588950365,-1.13180164237493,-0.447945928705129,-1.26626376593929
"16","TEAM_YA_003",-0.709371427428617,-1.07429022399135,-1.33512704613022,-1.63996103928288,-0.891830825709982,-1.48754404270655
"17","TEAM_YA_013",-0.342286854522446,-0.452860376386212,-1.72881307267831,-1.17021299420755,-0.397573615454329,-1.44951303344293
"18","TEAM_YA_022",-0.732746496509033,-0.668826517967087,-1.87710088091739,-1.2752054900512,-0.70078650723806,-1.5761531854843
"19","TEAM_YA_023",-0.467038506595222,-0.638341218966007,-1.41189707189492,-1.59528602435267,-0.552689862780614,-1.5035915481238
"20","TEAM_YA_028",-1.16086842446877,-1.42261365496235,-1.15460312525358,-1.917468864468,-1.29174103971556,-1.53603599486079
"21","TEAM_YA_030",-0.51228727621844,-1.19786468592439,-1.45941361584343,-1.99089222890596,-0.855075981071413,-1.7251529223747
"22","TEAM_YA_031",-0.733243028091146,-1.18038242574697,-1.51802048195319,-1.51156417756199,-0.956812726919057,-1.51479232975759
"23","TEAM_YA_036",-1.08994244533453,-1.77339800395667,-1.74177802224855,-1.55114476830372,-1.4316702246456,-1.64646139527614
"24","TEAM_YA_044",-1.51244124158663,-1.59615954848572,-2.68600522000563,-2.46810219885113,-1.55430039503618,-2.57705370942838
"25","TEAM_YA_045",-0.556152557104437,-0.511191355768095,-1.79629988102762,-0.901988932951187,-0.533671956436266,-1.34914440698941
"26","TEAM_YA_046",-0.505833676978387,-0.696466365938626,-0.866240088603167,-0.941523477746345,-0.601150021458506,-0.903881783174756
"27","TEAM_YA_048",-0.634518351179099,-1.14817370776151,-1.65683511182246,-1.56623846893163,-0.891346029470303,-1.61153679037704
"28","TEAM_YA_049",-0.821235669931167,-0.825806737764043,-1.50461813006494,-1.60103558252028,-0.823521203847605,-1.55282685629261
"29","TEAM_YA_050",-0.462891074402038,-0.399170510974147,-0.813449383337859,-1.85412602774923,-0.431030792688092,-1.33378770554354
"30","TEAM_YA_051",0,-0.665433429755357,-1.38161537379356,-1.62040362764142,-0.332716714877679,-1.50100950071749
"31","TEAM_YA_052",-0.234470520318929,-0.721579194354685,-1.44743421935961,-1.36742922739322,-0.478024857336807,-1.40743172337641
"32","TEAM_YA_053",-0.17362403478622,-0.392035993711395,-1.04343777450772,-1.78467871124812,-0.282830014248808,-1.41405824287792
"33","TEAM_YA_054",-0.542610341294437,-0.751577713076279,-1.06385614687191,-1.42616592565785,-0.647094027185358,-1.24501103626488
"34","TEAM_YA_055",-0.37084713796736,-0.307477656965833,-1.07942055614424,-1.19870775699856,-0.339162397466596,-1.1390641565714
"35","TEAM_YA_056",-0.0533958270306422,-1.31001477704622,-0.929038400832567,-1.5084285609702,-0.681705302038432,-1.21873348090138
"36","TEAM_YA_058",-0.529496161371068,-0.834772217623615,-1.29465237903936,-2.03111198853901,-0.682134189497341,-1.66288218378918
"37","TEAM_YA_061",-1.34727153920361,-1.95837691649716,-2.19108812956302,-2.96643799842287,-1.65282422785038,-2.57876306399295
"38","TEAM_YA_062",-1.30048956958132,-0.762178089562649,-1.40100705882637,-1.31273900219871,-1.03133382957199,-1.35687303051254
"39","TEAM_YA_064",-0.773958733396164,-1.51291270883593,-1.66576034793017,-1.82684972804653,-1.14343572111604,-1.74630503798835
"40","TEAM_YA_065",-0.695319249939929,-0.868038563580644,-1.1974232060897,-1.28583509211211,-0.781678906760286,-1.2416291491009
"41","TEAM_YA_066",-1.03267246861777,-2.53933618439862,-1.56510293767267,-2.21472318045861,-1.78600432650819,-1.88991305906564
"42","TEAM_YA_067",-0.00827487799136601,-0.9114962499252,-1.17527009021016,-1.71379541894315,-0.459885563958283,-1.44453275457665
"43","TEAM_YA_068",-0.424872395737571,-0.960797849627169,-0.840893056576651,-1.67573978038872,-0.69283512268237,-1.25831641848269
"44","TEAM_YA_069",-0.0422683281329832,-0.597791360767573,0,-4.44089209850062e-16,-0.320029844450278,-2.22044604925031e-16
"45","TEAM_YA_071",-1.34735289066955,-0.9800802994593,-1.85991662931045,-1.72566362004998,-1.16371659506443,-1.79279012468021
"46","TEAM_YA_072",-1.17113835647296,-1.0152462296692,-1.40986889395046,-1.63350855200651,-1.09319229307108,-1.52168872297849
"47","TEAM_YA_073",-0.734540108207673,-0.426829278597903,-0.870896346628485,-0.855117825611023,-0.580684693402788,-0.863007086119754
"48","TEAM_YA_074",-0.378154403903597,-0.420483088215721,-0.590592063789331,-1.16110990281181,-0.399318746059659,-0.875850983300569
"49","TEAM_YA_075",-0.918936293120589,-1.56399037527024,-1.77820040280957,-2.30749259694442,-1.24146333419542,-2.042846499877
"50","TEAM_YA_079",0,-0.868422864142096,-0.933607758288712,-1.19135746997338,-0.434211432071048,-1.06248261413105
"51","TEAM_YA_081",-0.927303365723608,-0.69308169678802,-1.31107330851165,-1.82328626226872,-0.810192531255814,-1.56717978539019
"52","TEAM_YA_089",-1.13653452355684,-0.530685574441356,-1.53504404046307,-1.83712128657945,-0.833610048999097,-1.68608266352126
"53","TEAM_YA_090",-0.755696597473861,-1.10144393244779,-1.71531147074002,-1.46027757871389,-0.928570264960824,-1.58779452472695
"54","TEAM_YA_092",-0.4112462062749,-0.973784861324103,-0.461426550507184,-1.33161055889616,-0.692515533799501,-0.896518554701673
"55","TEAM_YA_097",0,-0.646107419367683,-0.362281688396666,0,-0.323053709683842,-0.181140844198333
"56","TEAM_YA_098",-0.746725526310906,-1.26009113669306,-1.79016140677034,-1.79101763814139,-1.00340833150198,-1.79058952245587
"57","TEAM_YA_100",-0.327447799293884,-0.754381241919516,-0.997630224295654,-1.29521766524079,-0.5409145206067,-1.14642394476822
"58","TEAM_YA_101",-0.156337454013027,-1.07181523473611,-1.5212692286943,-1.48073873194245,-0.614076344374571,-1.50100398031837
"59","TEAM_YA_102",-0.210452859694712,-0.27860783108416,-1.40367217745582,-0.879809061914597,-0.244530345389436,-1.14174061968521
"60","TEAM_YA_103",-1.0411825435415,-1.89984783268933,-1.56341144038671,-2.30233218083925,-1.47051518811542,-1.93287181061298
"61","TEAM_YA_106",-0.569055565430975,-1.03690564831873,-1.88192522566911,-1.85965033465304,-0.802980606874855,-1.87078778016108
"62","TEAM_YA_108",-0.609057389722653,-1.58119884790251,-1.49354430194131,-2.22410520720668,-1.09512811881258,-1.85882475457399
"63","TEAM_YA_109",-0.86026879400626,-1.15157111134748,-2.13849896015142,-1.99228945242819,-1.00591995267687,-2.06539420628981
"64","TEAM_YA_111",-1.08003687942771,-0.862753617606523,-1.67780832818174,-2.02663958081957,-0.971395248517116,-1.85222395450065
"65","TEAM_YA_112",-0.856954768452003,-1.52518311127481,-1.78078061238139,-2.3863455212837,-1.19106893986341,-2.08356306683255
